,Diablo,	GTA V,	League of Legends, Valorant, Final Fantasy XVI, PUBG, Fortnite, Minecraft,
2023-06-28 13:43:40,114579,136671,136623,130540,64982,9188,60337,56076
2023-06-28 14:03:26,114579,136671,136623,130540,64982,9188,60337,56076
