Steam,Steam,Steam,EA twitch,EA twitch,EA twitch,EA twitch,YT,YT,YT,Fifa+Apex twitch,Fifa+Apex twitch,Fifa+Apex twitch,Fifa+Apex twitch,Other Twitch,Other Twitch,Other Twitch,Other Twitch,ubisoft twitch,ubisoft twitch,ubisoft twitch,ubisoft twitch,activision twitch,activision twitch,activision twitch,activision twitch,microsoft twitch,microsoft twitch,microsoft twitch,microsoft twitch
2023-08-03,Football Manager 2023,61641.0,,,,,2023-08-03,World of Tanks,10K,,,,,Valorant,105856.0,17730922.0,2023-08-07,,,,,,,,,,,,
2023-08-07,Counter-Strike: Global Offensive,854331.0,,,,,2023-08-03,FIFA Online 4,10K,,,,,Red Dead Redemption 2,5796.0,970821.0,2023-08-07,,,,,,,,,,,,
2023-08-07,Dota 2,345049.0,,,,,2023-08-07,Stumble Guys,41K,,,,,PUBG: BATTLEGROUNDS,8760.0,1467264.0,2023-08-07,,,,,,,,,,,,
2023-08-07,Baldur's Gate 3,326652.0,,,,,2023-08-07,League of Legends,29K,,,,,NBA 2K23,7861.0,1316744.0,2023-08-07,,,,,,,,,,,,
2023-08-07,PUBG: BATTLEGROUNDS,182627.0,,,,,2023-08-07,Mobile Legends: Bang Bang,20K,,,,,Destiny 2,4868.0,815315.0,2023-08-07,,,,,,,,,,,,
2023-08-07,Apex Legends,169214.0,,,,,2023-08-07,Battlegrounds Mobile India,17K,,,,,Cyberpunk 2077,545.0,91330.0,2023-08-07,,,,,,,,,,,,
2023-08-07,NARAKA: BLADEPOINT,111669.0,,,,,2023-08-07,Garena Free Fire,16K,,,,,Roblox,5593.0,936840.0,2023-08-07,,,,,,,,,,,,
2023-08-07,Grand Theft Auto V,111609.0,,,,,2023-08-07,Grand Theft Auto V,15K,,,,,Fortnite,55227.0,9250451.0,2023-08-07,,,,,,,,,,,,
2023-08-07,Wallpaper Engine,92092.0,,,,,2023-08-07,BeamNG.drive,15K,,,,,Among Us,3103.0,519798.0,2023-08-07,,,,,,,,,,,,
2023-08-07,Team Fortress 2,87459.0,,,,,2023-08-07,Valorant,14K,,,,,Rocket League,24016.0,4022639.0,2023-08-07,,,,,,,,,,,,
2023-08-07,Rust,78999.0,,,,,2023-08-07,PUBG Mobile,11K,,,,,,,,,,,,,,,,,,,,
2023-08-07,Source SDK Base 2007,78313.0,,,,,2023-08-07,Minecraft,10K,,,,,,,,,,,,,,,,,,,,
2023-08-07,Unturned,61339.0,,,,,2023-08-07,Apex Legends,9.5K,,,,,,,,,,,,,,,,,,,,
2023-08-07,Call of Duty®,53391.0,,,,,2023-08-07,Bejeweled 3,8.8K,,,,,,,,,,,,,,,,,,,,
2023-08-07,War Thunder,46359.0,,,,,2023-08-07,Roblox,8.4K,,,,,,,,,,,,,,,,,,,,
2023-08-07,Football Manager 2023,40747.0,,,,,2023-08-07,Scary Teacher 3D,7.5K,,,,,,,,,,,,,,,,,,,,
,,,,,,,2023-08-07,Mahjong Soul,6.5K,,,,,,,,,,,,,,,,,,,,
,,,,,,,2023-08-07,Fortnite,6.4K,,,,,,,,,,,,,,,,,,,,
