Game,Average 7-Day Viewers,Hours Watched,Date
FIFA 23,20544,3437697,2023-08-03
Apex Legends,35625,5961295,2023-08-03
FIFA 23,20544,3437697,2023-08-03
Apex Legends,35625,5961295,2023-08-03
FIFA 23,20544,3437697,2023-08-03
Apex Legends,35625,5961295,2023-08-03
FIFA 23,20544,3437697,2023-08-03
Apex Legends,35625,5961295,2023-08-03
